"","U.Clus.1","U.Clus.2","U.Clus.3","U.Clus.4","U.Clus.5","U.Clus.6","U.Clus.7","U.Clus.8","U.Clus.9","U.Clus.10","U.Clus.11","U.Clus.12","U.Clus.13","U.Clus.14","U.Clus.15","U.Clus.16","U.Clus.17","U.Clus.18","U.Clus.19","U.Clus.20","U.Clus.21","U.Clus.22","U.Clus.23","U.Clus.24","U.Clus.25","U.Clus.26","U.Clus.27","U.Clus.28","U.Clus.29","U.Clus.30","U.Clus.31","U.Clus.32","U.Clus.33","U.Clus.34","U.Clus.35","U.Clus.36","U.Clus.37","U.Clus.38","U.Clus.39","U.Clus.40","U.Clus.41","U.Clus.42","U.Clus.43","U.Clus.44","U.Clus.45","U.Clus.46","U.Clus.47","U.Clus.48","U.Clus.49","U.Clus.50","U.Clus.51","U.Clus.52","U.Clus.53","U.Clus.54","U.Clus.55","U.Clus.56","U.Clus.57","U.Clus.58","U.Clus.59","U.Clus.60","U.Clus.61","U.Clus.62","U.Clus.63","U.Clus.64"
"44310478",7.10080096160747e-15,8.62615813644503e-15,5.33389883375373e-14,1.60611458529948e-14,6.78299093362876e-14,2.81548226317259e-14,4.4572196806653e-13,3.61247874409787e-15,1.21105388367753e-14,1.20581217759037e-14,8.62196921187005e-15,1.11172380916935e-14,5.96377630568216e-15,8.33868200935908e-16,1.86586092976305e-14,4.37276638876815e-15,1.04148888631027e-15,4.45324915983776e-15,3.38102156436625e-15,5.7027991463258e-15,2.10058832713306e-15,3.69658455092842e-14,3.97555841136732e-15,1.53047773438463e-15,2.45626561887884e-14,1.7024854693733e-14,2.59969055362836e-14,7.16356658968325e-14,2.38130117505338e-15,4.20069799685976e-15,1.12402211132194e-15,8.46080905969445e-15,1.06574538200601e-14,2.86274478923589e-14,2.53862773810166e-14,1.59591255942207e-14,7.62002842992115e-15,2.68703296938228e-14,2.08848839696509e-13,1.93954385827136e-15,2.7103636298271e-14,2.6613345368663e-14,5.6250391349789e-14,1.34355421508507e-14,1.03401916553749e-13,8.49762291636987e-14,0.999999999997941,1.26438824832021e-14,8.01043878490604e-15,4.48111599694284e-14,6.80898599798764e-15,1.75387521355526e-14,8.91943122176431e-15,2.41659019960648e-14,3.539715130084e-14,5.95906945022592e-15,2.32387028538839e-14,1.15352863435696e-13,1.72908530933198e-14,9.61438248174689e-14,2.1061088250086e-15,1.33638316229562e-14,5.06334961466702e-14,2.03085715853165e-14
"3961",4.34812556570072e-05,1.66041139130649e-05,8.22959887281597e-06,2.29003829968794e-05,9.52613958168091e-06,0.00130493350505365,1.45860151952131e-05,0.00010187285188071,0.000270032996637496,1.24717634966807e-05,0.000348620068626101,0.000381239585521887,9.44496268906891e-05,1.55402781369775e-06,0.000967051072691749,0.000236089237433242,1.42160795168802e-06,6.36650129638153e-05,6.51997022467052e-06,0.000935218101817076,4.23466051015124e-06,6.1586687050485e-06,5.92721690438011e-06,8.86548889141986e-06,1.65406687362602e-05,1.16251003590805e-05,3.06210090651332e-05,0.000162475862321256,3.33070609955028e-06,0.000289300586651693,1.89078188104632e-06,1.14233054674003e-05,3.33522588383594e-06,3.8218670026734e-05,1.03312092617013e-05,0.000431316368671258,1.05477492050924e-05,7.74706280120444e-05,0.000121893138482626,2.35770546290187e-06,0.000727204507532898,0.000102187304808671,0.00268786445099613,0.00642203784770522,1.7084007319075e-05,0.00018527020340336,6.85068876862432e-06,0.977956101187694,1.59674528557934e-05,4.31656262445169e-05,0.00161396082175578,6.2575928322239e-06,4.62422837200501e-05,1.21735281798776e-05,0.000366659817722307,0.000217525594873117,0.000559420516166347,1.95097479145889e-05,0.000572436947476999,9.92208848984497e-06,0.00183698703331308,0.000330018530709311,0.000152663366809347,4.15716689015921e-06
"2536",0.000966270781232765,0.000514748237608617,0.000215276944960196,0.00541856250182899,0.000226796561312201,0.0131046097023382,0.000256041120216149,0.00109856940226107,0.000776731371434665,0.00373939935519819,0.00166612899131836,0.000226701667565059,8.8996991916422e-05,1.53652975537919e-05,0.00129438606570718,0.000363028363027032,1.542686294782e-05,0.000509846381821051,6.14857689481813e-05,0.000332006465649525,3.83621230344334e-05,9.14807225131427e-05,6.34167404392012e-05,3.55113910141736e-05,0.000181757754667671,0.000159121723621457,0.000147355538723619,0.794586756467853,3.14107964269218e-05,0.000362450704972293,1.54521293999462e-05,9.83734395975167e-05,3.70483778003016e-05,0.004759589447426,0.000186566859572453,0.00131842445840577,0.000104453918653587,0.0168741808582107,0.0472873834560112,2.06389974954887e-05,0.0109154935846446,0.00240913122302996,0.00812404573147457,0.00237995780324949,0.00052372243915112,0.00948980309173774,0.00064254953988379,0.00125015055698121,0.00339316822516467,0.0120074515166898,0.00055841405080846,8.83230774764687e-05,0.00169018646992195,0.000275807074413245,0.0337541065269991,0.000607389422871205,0.00326780889909109,0.000716521892803023,0.00228632620045635,0.000151762032605093,0.000202298511308113,0.00174773260402054,0.00616521084010876,6.252394442499e-05
"23680530",1.33963622420918e-07,1.34491335143875e-06,2.20875564338709e-06,2.45816905534146e-07,2.14006456154329e-06,4.70759982076537e-07,8.49918446089198e-07,1.42709916888161e-07,2.02155106962633e-07,8.3547627529586e-07,5.50357012062822e-07,1.98868875796941e-07,8.90216606148984e-08,3.75630072513823e-08,3.15481352895907e-07,1.21253716258657e-07,2.98625060002843e-08,1.42381973327378e-07,1.3492270540419e-07,1.38250494407976e-07,9.53107854310752e-08,1.85804940090629e-07,1.72082595861523e-07,4.58659013419548e-08,2.53142819661963e-07,2.19940278701258e-06,2.50140263076938e-07,1.09629868432951e-06,1.03523890605709e-07,1.13434428988845e-07,6.1795907492036e-08,1.26360974769982e-07,8.80233288246166e-08,9.06010637078332e-07,1.95379969892716e-06,2.96393288364019e-07,2.00538753754377e-05,1.28997236823808e-06,1.64545839101619e-06,4.25389903955631e-08,6.13628853764716e-07,1.36175725355411e-06,1.56666603505064e-06,3.71528613274594e-07,0.000117272005341134,6.99617317015686e-07,6.38155201672673e-07,3.79883872025803e-07,1.98505529357833e-06,1.6433997383936e-06,2.19076765607769e-07,2.10290434016333e-07,2.28563680457531e-06,0.999807523253264,4.5016457964312e-07,1.76257703259239e-07,4.29281857128732e-07,1.88514812354913e-05,4.72971988562281e-07,3.11672435523953e-07,7.78971332988036e-08,2.61649859830479e-07,7.61604425404235e-07,1.25330821806848e-07
"5951",6.16012968346442e-06,8.36914733763394e-06,4.3084380842328e-05,6.01506867844305e-06,6.67072915584128e-05,1.48578197718231e-05,9.20890957928177e-05,4.43471908580014e-06,7.56336323896661e-06,1.00547533402834e-05,8.3888402282408e-06,1.80086326395081e-05,6.72068940764449e-06,4.57569541573032e-06,1.31732162046512e-05,5.61841188305073e-06,8.81088381853331e-06,6.32851864815734e-06,1.61204669629535e-05,8.02292740540148e-06,1.17636593453377e-05,0.000619179556386248,2.62186725594531e-05,5.49018161363908e-06,0.000131608097730372,1.59758389291166e-05,4.99644260948423e-05,2.28082614222783e-05,2.11753985426898e-05,6.07616992336383e-06,3.12962588339565e-05,4.84603475506797e-05,0.000236067938721085,2.77520511826557e-05,0.000393457487676916,1.06205756565764e-05,8.69600819452177e-06,1.37277035930071e-05,3.366399034585e-05,8.12817506946909e-06,1.4329246048462e-05,1.66389673571436e-05,2.64378362626304e-05,1.00722962330092e-05,3.93899859221769e-05,1.77670781068357e-05,1.9668509151507e-05,1.38792739247893e-05,8.06247666440538e-06,1.33714152771126e-05,7.49685680598272e-06,0.997527024909924,9.92943528171966e-06,1.51044038215766e-05,1.55878797409582e-05,6.18506768479715e-06,1.91278320519513e-05,3.01593990038444e-05,1.15775685455126e-05,2.77128815234592e-05,3.2503931787491e-06,8.28190603512603e-06,2.19621179456144e-05,3.97474121923402e-05
"6741",7.64698568399688e-10,7.06866346842501e-09,7.90755103811445e-09,1.41739526921291e-09,6.50518848672789e-09,2.27926468171436e-09,4.12726516547487e-09,7.4715397293313e-10,9.23959258569836e-10,4.13496964122968e-09,2.73388919797976e-09,1.00011812187007e-09,4.66194530468841e-10,2.11358201584191e-10,1.81393361632503e-09,6.91393974139988e-10,1.56361078919465e-10,8.38389278152534e-10,7.36568649348145e-10,7.45254858867531e-10,5.41193930895376e-10,8.63369855390119e-10,9.01120842183947e-10,2.40160354559075e-10,1.38857838627949e-09,1.61133477423012e-08,1.309243099268e-09,5.67663047316265e-09,5.4206053565338e-10,6.46776565197948e-10,3.49474282941268e-10,7.19933266178038e-10,3.93179647842722e-10,4.75749841458289e-09,8.29704965481326e-09,1.55158717529302e-09,2.97425337563626e-07,7.40975613141094e-09,6.2504981956114e-09,2.39569260231755e-10,3.13819692683004e-09,1.02369338818903e-08,7.48066607545946e-09,2.09809848045098e-09,4.34665130733463e-07,3.6471247220403e-09,2.69481972459959e-09,2.18748915483486e-09,9.77305063105356e-09,9.13380571518911e-09,1.04709233564613e-09,9.72721849916103e-10,1.68006294328996e-08,0.999999036871114,2.27455274608927e-09,1.01065237301298e-09,2.57547106196353e-09,4.24740707564464e-08,2.83826863317502e-09,1.8009176584605e-09,4.41905140896009e-10,1.13412631947765e-09,3.21447174591479e-09,6.02754006141246e-10
"10621",5.45494246174286e-09,2.49620502012711e-08,7.14468817849524e-09,6.00696299622871e-08,2.1011025861276e-08,6.34712269091511e-08,4.67438133923173e-09,2.22968606184857e-08,5.84904376725141e-09,6.03780647747569e-07,2.3631003303548e-08,2.98738339187786e-09,1.44804124658151e-09,5.96647916285841e-10,1.03159422124281e-08,3.68315621086229e-09,4.53627558766554e-10,4.39666557432915e-09,2.19468253854647e-09,3.22177117435853e-09,1.55032136233707e-09,1.64756377777405e-09,2.46116785680061e-09,6.45432940680664e-10,2.8578705223201e-09,7.196617437292e-09,3.0808285150898e-09,1.82218383527708e-07,1.26857850345878e-09,3.54214126301869e-09,6.92394429083623e-10,1.73751206625510e-09,8.32222710865717e-10,2.67777976006005e-07,1.37268345230708e-08,1.09890815821044e-08,7.1774462595735e-09,7.26318520563041e-07,2.13845518893042e-07,5.58664614962322e-10,5.22269218104332e-08,4.43142145354575e-08,4.35913677528191e-08,1.20237447159113e-08,4.09824117253228e-08,1.77644066880518e-08,3.7739408692762e-09,9.98004895648057e-09,0.999995569340807,1.13526232010816e-06,4.11637502990103e-09,2.04555783718023e-09,3.87550769745069e-07,3.40410118815817e-08,6.01994565891663e-08,7.55749847378662e-09,1.52664815821964e-08,1.80317183016964e-07,1.32091761929054e-08,2.759132075721e-09,2.08216953336427e-09,1.19971706737052e-08,2.65863109715e-08,1.24302659782304e-09
"37542",1.19251588962975e-06,7.319591787596e-07,1.85892118750382e-06,1.06774420484854e-06,8.9526322264482e-06,2.04660719406413e-05,8.4291617300977e-06,2.45737925139656e-06,3.91423635953406e-06,9.03000978159922e-07,1.60001370598879e-06,3.77135020219907e-05,5.60308751976685e-05,4.31662545986913e-07,1.01990293355073e-05,1.80260637644875e-06,5.65517913456999e-07,1.10265185077336e-06,1.75910870480862e-06,7.49502050816732e-06,1.09536011609637e-06,5.72387985026975e-06,1.81516137084428e-06,2.09343005691395e-06,1.49439828192317e-05,1.0845284492907e-06,0.999600747072561,3.70683570801018e-06,1.18967348747342e-06,1.37899751013584e-06,6.58050180846999e-07,1.01645224745663e-05,2.63303380757434e-06,2.5450147487372e-06,1.04873929627328e-05,1.84434664962505e-05,1.10360174079964e-06,2.5324067199223e-06,9.47198645024444e-06,7.09716047792915e-07,5.25490317720248e-06,2.36754667385931e-06,1.08357233459301e-05,6.56446385744132e-06,2.70573577704354e-06,4.59225887187703e-06,3.38703087564616e-06,1.81207299238021e-05,1.32194936614085e-06,3.1325127378763e-06,4.95727157315155e-06,4.49119299053148e-06,1.4900801034837e-06,1.85931175797766e-06,8.00872052503288e-06,1.42315938949667e-06,4.49373096992437e-06,4.77000307926171e-06,3.64067152582706e-06,2.97517286436896e-05,1.91155953701082e-06,5.48714105749671e-06,5.39759371552712e-06,2.83325585795237e-06
"60877",1.429582651489e-05,8.73271837404161e-06,3.27185084207172e-05,1.28499561574987e-05,4.77504062061955e-05,4.81797575614777e-05,4.37475030258287e-05,1.46044929132677e-05,2.82678326985925e-05,9.16882478185595e-06,1.68689001404663e-05,9.11205425770323e-05,2.98540001292179e-05,4.82147724995242e-06,4.7604950329507e-05,1.82733146076221e-05,9.08817324954192e-06,2.68698712337515e-05,1.86230410535669e-05,2.93733050760619e-05,1.20521870635262e-05,0.000124239116116924,2.18987444980162e-05,5.58940558642202e-05,0.996645849911089,2.05357535432736e-05,0.00071281399043695,4.06483801746626e-05,2.2112219398075e-05,1.28511952043858e-05,1.06907232411896e-05,0.000164401667191327,3.21719035122526e-05,2.17350331056105e-05,0.000124063148486946,4.18912858913448e-05,1.47230340563373e-05,2.8465506375086e-05,6.23991132011262e-05,1.93675089878376e-05,4.09280011804607e-05,4.19620719440584e-05,5.77328643692558e-05,3.04725463319957e-05,3.23490017882243e-05,3.94643338834466e-05,2.24885666353732e-05,5.26258728154386e-05,1.19957968631331e-05,2.40888324348965e-05,2.12022010743661e-05,8.06655086571104e-05,1.61949311659825e-05,1.98610768892889e-05,6.30685513864624e-05,1.22055257962932e-05,7.90835501103567e-05,3.77521404233019e-05,3.03638209253584e-05,0.000397258843599522,1.25788405896485e-05,1.85209318900459e-05,7.09365206283019e-05,4.45817888782973e-05
"2726",2.1796202001978e-05,7.76213583771608e-06,6.55262582018826e-06,1.29711094660246e-05,4.33763689753335e-06,4.13058629011735e-05,5.56881143235291e-06,1.47212268312618e-05,2.99283631475511e-05,5.95655918539896e-06,0.000109295620050092,1.37337476111812e-05,2.97036613359557e-06,9.64217470331973e-07,5.99028279308992e-05,0.000159199846954881,8.42685064270325e-07,0.995338140181059,3.97005575093643e-06,3.14386146192494e-05,2.48253456609963e-06,3.98844431315026e-06,3.61071012818374e-06,3.94289934028667e-06,9.48600838033802e-06,5.44384807681348e-06,3.93133724773559e-06,0.00015709662141573,1.88165638311325e-06,0.000265710346759025,9.04255577705128e-07,5.02968699923428e-06,1.80837357238246e-06,1.49602482686274e-05,5.14248333644221e-06,2.52589014691061e-05,3.80341754024861e-06,2.90268680546813e-05,3.02871022655962e-05,2.58504820931893e-06,7.62241074551127e-05,0.000141214912617983,0.000103977166677866,6.6910908540628e-05,6.34622166686517e-06,7.26180872413284e-05,3.4979471881852e-06,7.6223723404452e-05,7.43918831950494e-06,1.74235824881105e-05,1.68226216314211e-05,3.60300901751453e-06,1.71232138986383e-05,4.49085282761092e-06,8.52866735667921e-05,3.19286546495719e-05,0.00201699086112333,7.1947693009771e-06,0.000148582645677818,3.52535669743156e-06,6.21484018373654e-05,1.09806364803555e-05,0.000568461995110203,3.24497451198823e-06
"45375808",0.000184678032259047,0.000116599257954263,7.68981295742216e-05,0.000784954704797198,0.000193576123897571,0.00246397992284761,0.000262906013331741,0.000136174112841348,0.000276865082507218,0.000381593668062555,0.000163908683292937,9.58169730836846e-05,5.68038538435717e-05,5.49560662210344e-06,0.000402577027243833,8.34702992365695e-05,5.92555392866625e-06,0.000102453212638565,2.19914543248257e-05,0.000101997316307017,1.42833639810793e-05,7.11436728493833e-05,2.36690649277439e-05,1.17263099251248e-05,0.000154081894482054,5.26882195772833e-05,0.000206588092666382,0.00450673055861331,1.37208186832425e-05,9.09378292207197e-05,6.86160205248631e-06,4.45187904079903e-05,2.38415610748742e-05,0.00268431299965421,0.000126900861863662,0.000830251143535455,4.52814692697701e-05,0.00206388505990806,0.96925847712786,8.57517653674844e-06,0.001035188964942,0.000383566141314332,0.00130121854956028,0.000242200533667713,0.000161762072199397,0.00124034950874466,0.000244609928882708,0.000370225842236253,0.0002985031613453,0.00158906491191509,0.000147953277560991,5.37660048179545e-05,0.000474781405193893,8.31974679891434e-05,0.00152211636701612,0.000170241235114608,0.000564511012108099,0.000402780668110311,0.000263288876065818,0.000992362281708304,4.58727436474202e-05,0.000525350634122068,0.00169304991396071,3.68978520929194e-05
"2733526",1.80403416965057e-06,9.48556829251174e-06,2.02886443803769e-06,0.00796087922057905,1.36047286179619e-06,1.921454680868e-05,1.20381177686661e-06,3.41578755620207e-06,2.83823347701679e-06,3.43304180972884e-05,5.22039265141735e-06,1.005712970982e-06,3.43401680256035e-07,1.21307635347001e-07,8.46813195595358e-06,2.90474967366735e-06,1.13612616664717e-07,3.28099430068106e-06,4.99596042286131e-07,1.38232480834727e-06,3.2510196750991e-07,5.49880939930438e-07,4.73673508791755e-07,2.03715868928692e-07,1.03616995981272e-06,3.01944485271756e-06,7.72244295371195e-07,9.61815916829778e-05,3.5277604553546e-07,1.93516993335679e-06,1.62541684230102e-07,6.62301284653254e-07,2.87940807609423e-07,0.000106855327326367,1.47508291209396e-06,2.1703190509572e-06,3.00851595468556e-06,0.990791825621301,0.000239087554357623,2.56007814380204e-07,3.42037935256895e-05,3.91399361973372e-05,1.09895724955732e-05,3.43183851558196e-06,6.2229220461588e-06,6.63572179761729e-06,1.64774243862542e-06,7.06054137290132e-06,5.46646828271512e-05,0.000100511193014293,1.5548069843317e-06,5.7152431489406e-07,0.000317186121907658,2.37779463645441e-06,5.05906632929677e-05,4.56079855551076e-06,2.21452253401535e-05,5.70390341181306e-06,4.86330873114105e-06,7.22595763649547e-07,1.25990916019373e-06,3.79104449105811e-06,9.27623414815669e-06,3.45961090517571e-07
"65999",0.000137444778571978,6.7287082455973e-05,2.23826590908094e-05,3.52975108877256e-05,2.41366581160311e-05,0.00423186585873414,2.364597220402e-05,0.000374458542237875,0.000366771423687556,7.34389507016057e-05,0.00884501646437665,0.000531544082138274,0.000143967967522753,3.06091270939902e-06,0.000793564744102796,0.000245063337894786,2.6131943377126e-06,9.82737754566255e-05,1.18095454993195e-05,0.00121162055105572,7.69873246853116e-06,1.32573222432122e-05,1.21719834509563e-05,1.45815191224008e-05,2.68255231114816e-05,2.13497012850818e-05,3.22962971558787e-05,0.000975724599707381,5.40303609071604e-06,0.000217560059559013,3.0071500700658e-06,1.87140242675527e-05,6.08583269899765e-06,9.37684498561121e-05,2.16596432760771e-05,0.00140712210745562,1.84979294272364e-05,0.000129948279977513,0.000330289726502031,4.0043678387984e-06,0.00736083425472659,0.000249721244686443,0.0108955194050179,0.932327064312187,5.54600916011809e-05,0.00103637245168411,1.93942134269471e-05,0.0122114316941321,7.00253675104282e-05,0.000145795629040379,0.00734696939146938,1.36021975905547e-05,0.000118391541533592,4.09511698631662e-05,0.00150052077295133,0.000579208888791338,0.000452920702816667,6.19757926536964e-05,0.00225835099566268,1.62616441673086e-05,0.000839070797656423,0.00150973740140372,0.000278999059713187,8.19068236796934e-06
"5291",5.06381635556042e-05,3.37764749799304e-06,1.91716985316331e-06,3.21674672942209e-06,1.87812675933956e-06,0.000727336503533256,3.08849935029702e-06,5.52535862238178e-05,5.83530318465957e-05,3.10533982172684e-06,0.00012405472117994,5.69186226893905e-05,1.19834310786247e-05,2.81523456040589e-07,0.000260026645593203,0.000113993191861481,3.03401917056502e-07,1.58209541806392e-05,1.20923413051845e-06,0.000830149265233087,7.5448406828728e-07,1.28305298166618e-06,1.09930153831493e-06,1.50174191857155e-06,3.56461932813697e-06,1.62859101861645e-06,3.04034326318814e-06,6.62705026137981e-05,5.08781244548862e-07,0.000233633002843319,2.64059691289185e-07,2.32859300432651e-06,6.18974079890005e-07,4.89578536021501e-06,1.54912661762162e-06,0.000374141124190158,1.06453050455379e-06,6.49216307783171e-06,1.97582049364334e-05,4.05902102531214e-07,0.000232834535288075,3.27531429103951e-05,0.00111974531679982,0.9892975668332,2.59344810322438e-06,0.00020108398092467,2.1032012422801e-06,0.00152043690105491,3.52101543826155e-06,7.13611850912861e-06,0.000612309715150564,1.22849344245283e-06,4.28104751153274e-06,2.04920481670749e-06,0.000256916489136489,4.02999303841875e-05,9.62816520516734e-05,3.26594013439036e-06,0.00321476248446485,1.92812277622049e-06,0.000189218506770839,7.41903915304976e-05,3.46093323593538e-05,1.17550512568034e-06
"3672",5.48449650664963e-24,1,3.22611077268842e-23,2.06035042089272e-23,5.82448286495135e-24,1.09058460528543e-23,6.32684752640558e-24,2.81218531919124e-24,5.29043268424102e-24,6.75433220323672e-22,3.80733131956992e-23,2.11295219204799e-24,8.3732431197957e-25,4.81876333244409e-25,2.46404048050288e-23,8.72528982276209e-24,3.8205376885696e-25,7.59689172936056e-24,1.68015538362516e-24,3.80465088418217e-24,1.23421105801577e-24,3.02893706952684e-24,2.24233011203981e-24,6.35364646778755e-25,3.18234172332708e-24,5.07589552345974e-23,1.90275941970966e-24,1.18028780041924e-22,1.04998042609435e-24,4.44394108894634e-24,6.83653241039722e-25,1.64511371781249e-24,1.1429773123898e-24,2.3471661472073e-22,1.04974712422722e-23,7.2921709488228e-24,2.89913448225297e-23,1.8782981088218e-22,6.33889456025842e-23,5.88158548738755e-25,2.09136576225427e-23,6.18802467909318e-22,8.74704474611378e-23,1.53658218739444e-23,3.26397574374646e-22,5.42124804890686e-23,4.75221720832286e-24,1.91764981181586e-23,4.83235361999446e-23,2.94503237510093e-23,5.81931110889615e-24,3.15454101182788e-24,1.14071040096105e-21,4.08789789118593e-23,2.49448148295089e-23,6.90812370309615e-24,5.42684200126893e-23,3.70464846125516e-23,2.95089804459988e-23,2.21926953413187e-24,2.61887830979571e-24,7.38947625669692e-24,2.41889730659339e-23,1.37634885870186e-24
"5702160",9.37209784635491e-27,4.20230584843514e-27,1.13323887608806e-26,4.80923291649653e-27,8.11988940679437e-27,3.87596920320416e-26,8.92715597506144e-27,1.97272190457462e-26,4.83725219102654e-26,4.58159588782715e-27,1.89621457253301e-26,9.53577320528468e-26,1.4856420079612e-26,3.01942870827086e-27,3.21297656832478e-26,2.07373806953145e-26,3.50225105502614e-27,3.06827517068994e-26,1.22353525384779e-26,4.9823818965787e-26,7.30250396296644e-27,1.663314782423e-26,1.31872119794166e-26,1,9.32108807364922e-26,6.79515932416113e-27,3.12232469698254e-26,2.21532073604429e-26,5.74320663572904e-27,1.45019540412428e-26,2.82528521536306e-27,3.36894299053696e-26,6.24030946917489e-27,8.46509581360091e-27,1.4834796305924e-26,2.16035763306482e-26,4.83539466461928e-27,9.99482217464632e-27,1.5164377028469e-26,7.61737653309875e-27,3.52888485007954e-26,2.23502530021607e-26,5.13743421343017e-26,3.79965879197041e-26,9.42831111094423e-27,1.92419202228704e-26,5.5683430113118e-27,7.58018585234843e-26,4.93103680873357e-27,8.95710073539425e-27,2.10818103290455e-26,1.90248318863419e-26,8.39693998912617e-27,6.44515017988033e-27,6.11175583460804e-26,1.03332410292367e-26,5.4769396681012e-26,7.73779142945674e-27,2.91696522115254e-26,1.04320323853307e-26,1.67240090089302e-26,2.00318745579499e-26,3.23122535628953e-26,9.60752309420924e-27
"71452493",1.26616994484114e-08,3.36425240064467e-09,2.03347711125455e-09,7.74986399472101e-09,5.50493914054241e-09,7.1712609301862e-07,1.06233723393358e-08,6.12634605067277e-08,4.21229388778547e-07,6.48648351037185e-09,4.8611603482442e-08,2.47532903265483e-08,1.3264315563402e-08,3.20027022706028e-10,4.40297179892433e-08,1.18813018542795e-08,2.92759244126798e-10,6.02478583888353e-09,1.23464467820613e-09,8.05541471226887e-08,8.0490171818604e-10,2.70562385053213e-09,1.32729820689773e-09,2.00101186153721e-09,4.16540294441026e-09,1.68962844434504e-09,5.66370974891056e-09,9.67334652957585e-08,5.869799430069e-10,1.53582820229663e-08,3.37392050966564e-10,2.24688454711395e-09,8.74312517856085e-10,2.53064044806066e-08,2.56845612991772e-09,8.12949094844853e-08,1.64624549242278e-09,2.02065088678999e-08,2.78778625282197e-07,4.18661718889268e-10,2.67477042160765e-07,1.54675931016422e-08,6.84453436942337e-07,3.46817405205727e-07,5.93357793588633e-09,5.56249013932957e-08,3.82682681123364e-09,2.75155362506714e-07,9.59188772520383e-09,2.08856376802963e-08,5.37326056591193e-07,1.87430663390629e-09,1.06391592546605e-08,3.17756062303177e-09,3.93774388245954e-07,1.93702780678372e-08,2.56306433999075e-08,1.14701045813364e-08,6.76199745788755e-08,2.71898754132493e-09,2.02387976855824e-08,0.999995148488791,4.72874994453141e-08,1.42545253197394e-09
"24823",5.25762178597403e-11,5.52327245498969e-11,1.37255967754438e-10,4.77327007357625e-11,9.64934443053999e-11,1.27633487237291e-10,8.18008212979866e-11,5.13561017311104e-11,5.84100880507282e-11,6.47186461995839e-11,8.17730277204116e-11,1.19628397724657e-10,4.93413691404293e-11,0.999999988287924,9.97124211365252e-11,6.35378086951360e-11,7.71062436684453e-11,7.42976522500493e-11,5.30121836186369e-10,8.57486470139145e-11,1.82472168303448e-09,1.04755699444514e-10,3.57096960536191e-09,5.45267673757222e-11,1.80964270737971e-10,8.3127907405374e-11,1.1157436618366e-10,1.42479005865389e-10,1.25075537438691e-10,5.72404787816766e-11,7.18951745099721e-11,1.56678856919616e-10,6.45920036753507e-11,8.35868941572392e-11,2.64932530879696e-10,8.10931027135103e-11,6.22776015473824e-11,1.03702954288199e-10,1.21924463381048e-10,4.75657249950475e-11,1.26094317229902e-10,1.21525394675782e-10,1.45315800721071e-10,9.95620695662023e-11,1.25054996368864e-10,1.03312941175531e-10,5.44888081813951e-11,1.26967476412075e-10,7.5217797645375e-11,1.02582272461275e-10,6.65646953409855e-11,1.79364444902786e-10,1.07699149090602e-10,9.11245002046568e-11,1.39323346097651e-10,4.5862805680616e-11,1.65280839097861e-10,1.00981211184661e-10,1.04092330959899e-10,6.76857500260749e-11,4.71122594195566e-11,5.63254571976468e-11,1.19511547043688e-10,7.28637243791024e-11
"70691420",1.02041864652765e-09,2.59443678881843e-10,1.27893412083363e-10,5.47697274025946e-10,3.46133478144217e-10,5.34845106375008e-08,7.53589511957424e-10,5.2954891424622e-09,2.16586471746744e-08,4.82652563058132e-10,4.14404449572182e-09,1.78506742160591e-09,7.38253564879303e-10,2.01178272840811e-11,3.22020204939396e-09,8.45031881700114e-10,1.97347187505428e-11,4.23197049211653e-10,7.76176106057368e-11,5.65013645879389e-09,5.05998431917576e-11,1.81684647735089e-10,8.34431826382259e-11,1.25802830327563e-10,2.75796513918136e-10,1.13774431101975e-10,3.9703896800661e-10,7.87914340174988e-09,3.6900655485277e-11,1.12159964607135e-09,2.12105330191918e-11,1.41303949536469e-10,5.96767814843093e-11,2.20014838500603e-09,1.72156925510393e-10,5.55254132711301e-09,1.16016009341624e-10,1.55388835034655e-09,2.0030010443346e-08,2.63194427043433e-11,2.37969494021593e-08,1.04371057903835e-09,5.65007400157281e-08,2.19864595342336e-08,4.15933092898787e-10,4.08385081480729e-09,2.81142139546018e-10,2.24331094329183e-08,6.53166049500013e-10,1.49978277568693e-09,2.03621492904052e-08,1.25138290443405e-10,7.78488680252806e-10,2.17474273556731e-10,4.04060068378607e-08,1.59138334602751e-09,1.85182266091256e-09,7.66206264208914e-10,5.26429708242906e-09,1.70959855737842e-10,1.45394697091289e-09,0.999999649974796,3.2098650582304e-09,9.36870781098882e-11
