"","U.Clus.1","U.Clus.2","U.Clus.3","U.Clus.4","U.Clus.5","U.Clus.6","U.Clus.7","U.Clus.8","U.Clus.9","U.Clus.10","U.Clus.11","U.Clus.12","U.Clus.13","U.Clus.14","U.Clus.15","U.Clus.16","U.Clus.17","U.Clus.18","U.Clus.19","U.Clus.20","U.Clus.21","U.Clus.22","U.Clus.23","U.Clus.24","U.Clus.25","U.Clus.26","U.Clus.27","U.Clus.28","U.Clus.29","U.Clus.30","U.Clus.31","U.Clus.32","U.Clus.33","U.Clus.34","U.Clus.35","U.Clus.36","U.Clus.37","U.Clus.38","U.Clus.39","U.Clus.40","U.Clus.41","U.Clus.42","U.Clus.43","U.Clus.44","U.Clus.45","U.Clus.46","U.Clus.47","U.Clus.48","U.Clus.49","U.Clus.50","U.Clus.51","U.Clus.52","U.Clus.53","U.Clus.54","U.Clus.55","U.Clus.56","U.Clus.57","U.Clus.58","U.Clus.59","U.Clus.60","U.Clus.61","U.Clus.62","U.Clus.63","U.Clus.64"
"6918155",1.67327361147209e-05,9.41322101163194e-05,0.00013971880136195,2.54696884383179e-05,0.000648472060979845,6.35917084364814e-05,7.89893681396413e-05,1.94859082116437e-05,2.52682601847593e-05,8.35699961773894e-05,6.19589256986296e-05,2.44497504069444e-05,1.31248780925647e-05,4.69996770103819e-06,3.56304398799408e-05,1.39333098054755e-05,3.73631326252677e-06,1.58697388741483e-05,1.68804977878623e-05,1.68048200485983e-05,1.19249079347674e-05,2.00054925412353e-05,2.06209289013311e-05,5.33510452596854e-06,3.16341255121542e-05,0.000138219173482295,3.60487179071189e-05,0.000106220039656511,1.19308797410159e-05,1.28652199109101e-05,6.64437365806002e-06,1.57998035648025e-05,8.68651344341345e-06,9.02581332646125e-05,0.000234003828964792,3.88741073694236e-05,0.000689640836562999,0.000119876675471002,0.000180957226237929,4.95216039155731e-06,7.25591909822948e-05,0.000126531326851812,0.000188529962614414,4.4054496472523e-05,0.00400263122561857,7.41023888478168e-05,5.22704996383148e-05,4.42728577166392e-05,0.000406614574412021,0.000264172628234788,2.8647709931522e-05,2.29866905805955e-05,0.000194635179164203,0.98400420081232,5.24945170727978e-05,1.84502360841008e-05,4.82979255124168e-05,0.00689609846654733,5.32531604525628e-05,4.09501015665295e-05,9.74234396971685e-06,2.97609509934531e-05,0.000125533634446842,1.2191491208441e-05
"11824156",1.29535947207635e-14,1.89708310757331e-14,5.4491419976842e-15,0.999999999874269,4.81908139158478e-15,6.86104876805815e-14,6.67811131357009e-15,1.34916926898597e-14,1.05295557970083e-14,7.08600774847179e-14,1.62789995027692e-14,3.02886934198146e-15,1.23496948792837e-15,4.01664265242514e-16,5.81490457631521e-14,1.0181852300295e-14,4.03404139429323e-16,1.08766335134385e-14,1.6543678058301e-15,6.23570929012612e-15,1.07649811646106e-15,1.94003283906939e-15,1.56855570927783e-15,7.2800170345186e-16,4.83840950148791e-15,7.15873919132828e-15,3.39239773014593e-15,6.20992585524577e-13,1.63631805384468e-15,9.07671318155985e-15,5.38225630154061e-16,2.5129272757933e-15,1.03462784888878e-15,7.00347252447777e-13,4.88685881044138e-15,8.00861500638341e-15,7.7399392017222e-15,1.20857487836011e-10,1.41945040707435e-12,7.26000084566562e-16,1.29271063873802e-13,1.32084454975193e-13,4.88454304768975e-14,1.20937414375616e-14,1.56128989175006e-14,2.78303360044625e-14,8.87373760119342e-15,3.25690085292941e-14,1.02880917222885e-13,3.65497573304974e-13,6.32698357462044e-15,2.25551562005726e-15,4.08216329670546e-13,6.44843271176015e-15,2.1120264504387e-13,2.85336685389166e-14,1.05146920051537e-13,1.47975538570168e-14,2.14879485641779e-14,3.32826160129323e-15,4.1745731388083e-15,1.55872265227307e-14,4.96302170627228e-14,1.91355852935053e-15
"3386",1.73738723593992e-18,2.56518327721519e-18,6.49221457923748e-19,0.999999999999979,5.74134525461854e-19,8.8206273604204e-18,8.2454618430157e-19,1.60759708894054e-18,1.25462034746083e-18,9.11750472462129e-18,1.82716282361291e-18,3.60838379995563e-19,1.47125158266009e-19,4.78505196351813e-20,6.94191333441838e-18,1.14719922660201e-18,4.80579706158251e-20,1.20050980728282e-18,1.97088596380509e-19,7.42946192811329e-19,1.28244765360765e-19,2.37977263932956e-19,1.86865647733536e-19,8.67285719528219e-20,6.06234457624916e-19,8.52893853416486e-19,4.04156201882856e-19,7.31924955900601e-17,1.86720705565499e-19,1.06125523782174e-18,6.41197344967203e-20,2.99374228367554e-19,1.2325844272674e-19,9.65919641997258e-17,6.02140968741883e-19,1.00799014197067e-18,9.22117524383776e-19,2.06611728372778e-14,1.83703972857894e-16,8.6489615476652e-20,1.54194296011106e-17,1.58285473526916e-17,5.82774180566132e-18,1.48377995917611e-18,1.86029166564051e-18,3.76381903545984e-18,1.11838785314073e-18,3.71937276303171e-18,1.33085303662109e-17,4.80268087704886e-17,7.94552281141948e-19,2.68704565970569e-19,5.11918618512959e-17,7.89365151904257e-19,2.83485313729387e-17,3.40053000784043e-18,1.19400899240119e-17,1.76317100467663e-18,2.56050994900845e-18,3.96509878092981e-19,4.97316419923419e-19,1.85709689671255e-18,5.51485616275039e-18,2.27967639304317e-19
"5523",6.59692529706493e-06,5.62306152811648e-05,5.12756361439268e-06,0.00263463801251041,6.33908333896909e-06,4.74942982154128e-05,5.76095381967388e-06,1.13630524975882e-05,8.40756978047824e-06,0.000154781067925634,2.57145705722195e-05,2.74314237858684e-06,1.10438059978642e-06,3.94707431695973e-07,2.53440229030937e-05,1.01974283489431e-05,3.36263107727731e-07,1.04910386015926e-05,1.47867814034737e-06,4.37782475285677e-06,1.00165277714662e-06,2.0086391629506e-06,1.52465702528252e-06,6.02963350769121e-07,3.22084564557975e-06,1.03112492765647e-05,3.03253051249478e-06,0.00062344449832859,9.24080967100493e-07,5.93612907080262e-06,5.17877219760298e-07,1.8767278698502e-06,9.24709914217399e-07,0.000760707908178686,5.36281306097673e-06,7.56724773985801e-06,1.47432968650678e-05,0.982246375376754,0.00074753391896539,7.00892475545145e-07,0.00013303161188375,0.000106284466372292,4.81227194746363e-05,1.07341502484566e-05,2.39787678405263e-05,2.56234506886802e-05,4.39862310915062e-06,2.60734231466579e-05,0.000192759514320616,0.000921529879204728,5.3862844167089e-06,1.86133602231471e-06,0.0107251620037055,1.31198085026849e-05,0.000125810585903494,1.52477680747634e-05,7.22626096019347e-05,2.6484404226632e-05,1.76872031740774e-05,2.97470953990943e-06,3.55017118933832e-06,1.17698567637547e-05,2.74720061826547e-05,1.4354321289671e-06
"4139",1.44190891807953e-08,5.52163662105357e-09,4.16455674071061e-09,6.653096434337e-09,2.2162508591602e-09,2.38681701516965e-08,2.84311241926083e-09,9.098446836916e-09,2.00157677084946e-08,3.78198750133151e-09,3.84242371714583e-08,8.02990806766598e-09,1.5626481456739e-09,5.07053303273139e-10,3.41611217535674e-08,1.45317197802696e-07,4.43166573232908e-10,0.999997771855603,2.08800640704308e-09,2.02253225814427e-08,1.30557279207096e-09,2.04580352070737e-09,1.89902910937066e-09,3.91481276448342e-09,7.08709726791752e-09,3.44805401034589e-09,2.35717184855872e-09,8.10405330901394e-08,9.52147493967221e-10,3.85145350242084e-08,5.09925494685497e-10,3.16835050106661e-09,8.82785482320629e-10,9.16166005678989e-09,2.78763537535389e-09,1.58251989241167e-08,2.13586334207256e-09,1.69089924726456e-08,1.60752481480649e-08,1.35955922460328e-09,5.13041818994055e-08,7.20039508503663e-08,8.11603220649795e-08,3.51390650568157e-08,3.74887738317505e-09,4.39400258391618e-08,1.84045175095794e-09,5.50884559525613e-08,3.73179441085467e-09,8.27116104823046e-09,1.16441870306617e-08,1.99465358064325e-09,1.0977127507772e-08,2.48976901349327e-09,6.84490658833852e-08,1.89824990332828e-08,9.56377286914395e-07,3.61396796670383e-09,7.15232735912503e-08,1.93576309529739e-09,1.97438456555813e-08,7.10332774572172e-09,1.40723480129755e-07,1.63711112421693e-09
"104827",2.82169672294167e-08,1.06301553752124e-08,7.98933525570941e-09,1.19939760464124e-08,4.21728840056828e-09,4.43544933918276e-08,5.95866561172998e-09,1.58514921186486e-08,3.70858638032555e-08,7.98540610345099e-09,8.20516084482341e-08,1.59333334459943e-08,3.22232142894871e-09,9.70846574052345e-10,5.63701508968997e-08,2.53370342526949e-07,8.27043646376015e-10,0.999996227536145,3.79261252501688e-09,3.38496686426563e-08,2.36652350776012e-09,4.248468688004e-09,3.74973059162549e-09,7.50510905720149e-09,1.52182769416206e-08,6.76173630201995e-09,4.69253681295821e-09,1.7968101152832e-07,1.72354121624182e-09,8.24390520533897e-08,9.53063793505509e-10,5.2766267001924e-09,1.93852734279762e-09,1.84372559058735e-08,5.82536624623209e-09,3.29387552744119e-08,4.24827878043623e-09,3.41339371024294e-08,3.15015099565876e-08,2.18411447296288e-09,1.03100855508833e-07,1.17504778114149e-07,1.77702416805612e-07,6.76790510119982e-08,7.7242800391512e-09,8.27160805784148e-08,3.49390398470657e-09,9.69132820191846e-08,7.27217526374677e-09,1.60304678943166e-08,2.272329098892e-08,4.01331779394167e-09,2.26223100556433e-08,4.97084671167369e-09,1.25248946829032e-07,3.73707437242925e-08,1.26963759901077e-06,7.25852627826473e-09,1.31216062676798e-07,4.01375030436122e-09,3.43957189695534e-08,1.40507146200971e-08,3.40929939438564e-07,3.37980252811879e-09
"1176",2.05376110397146e-27,1.75983441514427e-27,4.80992637467444e-27,1.86045061874192e-27,3.80565836309816e-27,4.93523309294128e-27,4.38098211104137e-27,1.86918252015976e-27,2.13822541370114e-27,2.05952406622855e-27,2.61954502855593e-27,5.08385116328304e-27,1.92459032672524e-27,3.07198436907981e-27,4.36509283117142e-27,2.17254223662386e-27,1,2.55267451910258e-27,3.04467017848318e-26,3.27127198192032e-27,1.45789459118256e-26,7.06877741548691e-27,2.22541255206547e-26,2.46642827745382e-27,1.99297716026536e-26,3.09131985365991e-27,7.49314435083764e-27,6.02915269045317e-27,4.19521552031806e-27,1.97391008294644e-27,3.32336863729696e-27,4.00149630995831e-26,6.04742628138999e-27,3.44558666507783e-27,9.80474388401557e-27,3.2449580384428e-27,2.01526498838122e-27,3.61767804918145e-27,5.13600413572193e-27,3.07789761409235e-27,4.51683819125535e-27,5.39176650640121e-27,5.59954339750794e-27,3.89119169195152e-27,4.11604118429215e-27,4.71221704778953e-27,2.66283090301652e-27,5.0922766145611e-27,2.23161476135865e-27,3.56029542850441e-27,2.45147900599385e-27,2.28410113940514e-26,3.28034540701275e-27,2.88428898266735e-27,5.44922573115927e-27,1.66305245373752e-27,6.90050365847707e-27,3.50011013219911e-27,4.23038302631051e-27,3.93928500717384e-27,1.48958132028305e-27,2.18258190943132e-27,4.88822412113929e-27,5.93719323459389e-27
"3763",2.6018828702238e-07,2.76320732560939e-07,1.19992119057274e-06,3.73607552416929e-07,5.64238274492466e-07,6.0080197415471e-07,4.72286345813615e-07,2.20446784668715e-07,2.51846098984108e-07,3.24053377564883e-07,3.84370361881977e-07,6.32417932921447e-07,2.26773187650782e-07,3.10283651270022e-07,5.73318600990853e-07,2.85054741759481e-07,2.50671275310929e-07,3.39216386233765e-07,1.09131709434652e-06,3.56007654357437e-07,1.07388618855002e-06,6.16935864274033e-07,1.40114437972987e-06,2.34267214061862e-07,1.79695434361957e-06,6.28429690247989e-07,7.65498839720832e-07,7.040685987067e-07,0.999959186432166,2.71431408519238e-07,3.25686804242494e-06,9.75108604682895e-07,4.03797397536529e-07,4.27756776792208e-07,3.59078666528644e-06,3.95407236202402e-07,4.37630899755719e-07,6.1799724625098e-07,6.16405319048886e-07,3.11437558456681e-07,5.80932432683879e-07,7.48492795960847e-07,7.01831155830982e-07,4.37415425313484e-07,8.71163818380875e-07,4.72379987679212e-07,3.12638231103005e-07,6.42442992091637e-07,3.52347373253506e-07,4.87421451745191e-07,3.09786959624601e-07,1.47269424776187e-06,5.575902583419e-07,5.38352054792376e-07,6.53960297022254e-07,2.79340622287618e-07,7.88145897028191e-07,5.83515281651579e-07,5.21350267821883e-07,4.26172183540753e-07,2.3177696680077e-07,2.4252167824908e-07,6.70949611568672e-07,4.11392064935316e-07
"784",5.1159949366827e-07,5.75020972115032e-07,1.33560417512848e-06,4.64435191409187e-07,1.01179650631797e-06,1.29166516516552e-06,8.56309803095451e-07,4.9968393521885e-07,5.68367956847616e-07,6.75456844537522e-07,7.96097657438832e-07,1.23904548473545e-06,4.80071087182087e-07,0.99985013198486,9.72423570364004e-07,6.40058542342702e-07,7.50155131113391e-07,7.40332664102211e-07,4.70541303398595e-06,8.34446061681132e-07,6.16027031532617e-05,1.15757521798414e-06,2.42297215146059e-05,5.30499217252096e-07,1.90990924276408e-06,9.02831514586576e-07,1.21711156471022e-06,1.41537838964527e-06,1.21685986318832e-06,5.63346321434774e-07,1.08572520356895e-06,1.52513366962108e-06,7.23494663125215e-07,8.74024667861488e-07,3.25116124066453e-06,8.1804722338739e-07,6.61561719385908e-07,1.06646030117903e-06,1.18703504819654e-06,4.62768971398566e-07,1.24915255694593e-06,1.18364448784285e-06,1.41929893186454e-06,9.86325886276971e-07,1.28943042781358e-06,1.00867319218318e-06,5.30179526545698e-07,1.26940365203077e-06,7.49712207013257e-07,9.98258545368817e-07,6.48005532375408e-07,1.88642084904586e-06,1.12995304235145e-06,9.49835751542454e-07,1.35621550633314e-06,4.77047255508078e-07,1.60926360627128e-06,1.05878584151989e-06,1.01338365921804e-06,7.06962261161936e-07,4.5839827583047e-07,5.87267648480487e-07,1.16334340856897e-06,7.89721103063783e-07
"1548970",1.73738723001025e-18,2.56518326850415e-18,6.4922145572068e-19,0.999999999999979,5.74134523513491e-19,8.82062732911466e-18,8.2454618150367e-19,1.60759708341563e-18,1.25462034317427e-18,9.11750469109949e-18,1.82716281652773e-18,3.60838378771597e-19,1.47125157766897e-19,4.78505194729312e-20,6.94191331124132e-18,1.14719922269273e-18,4.80579704528109e-20,1.20050980320326e-18,1.97088595712291e-19,7.42946190290129e-19,1.28244764926126e-19,2.3797726312556e-19,1.86865647100324e-19,8.67285716586141e-20,6.06234455568012e-19,8.5289385052226e-19,4.04156200511557e-19,7.31924955869017e-17,1.86720704931765e-19,1.06125523422193e-18,6.41197342792335e-20,2.99374227352001e-19,1.23258442308577e-19,9.65919637993309e-17,6.02140966698949e-19,1.00799013851827e-18,9.22117521254026e-19,2.06611726917191e-14,1.8370397121561e-16,8.64896151832633e-20,1.54194295624104e-17,1.58285472993999e-17,5.82774178401997e-18,1.48377995412472e-18,1.86029165932098e-18,3.76381902249268e-18,1.11838784934484e-18,3.71937275035345e-18,1.3308530320257e-17,4.80268083066306e-17,7.94552278445211e-19,2.6870456505917e-19,5.11918613836573e-17,7.89365149226222e-19,2.83485312267212e-17,3.40052999630059e-18,1.19400898825183e-17,1.76317099865819e-18,2.56050994024411e-18,3.96509876747666e-19,4.9731641823566e-19,1.85709689040197e-18,5.51485614334519e-18,2.27967638530972e-19
"445354",3.92029809185568e-07,3.54668150363049e-06,2.53985899135317e-05,1.17866539106167e-06,8.87619264940017e-07,8.54833674850759e-07,1.7163795127247e-06,2.84641533011238e-07,4.31426421590428e-07,1.49385894811384e-06,9.65706083887104e-07,5.27606224633473e-07,1.752711276949e-07,1.12374858046883e-07,1.35235596527087e-06,7.94259064771179e-07,1.00222008851227e-07,6.95436136029182e-07,4.10906046597642e-07,5.10360857836723e-07,3.56115051307067e-07,4.66358111325595e-07,4.4199550881213e-07,1.55365812205173e-07,1.03237685504938e-06,0.999660558189795,5.53936834654705e-07,2.22796173347469e-06,5.06324759753214e-07,5.05356054168146e-07,6.37181600072947e-07,4.77108888701266e-07,2.56586572542224e-07,2.78490026785983e-06,4.09285116878734e-06,5.43472035497395e-07,9.33605985544427e-05,5.6830776408278e-06,1.97870871004935e-06,2.1058210458757e-07,1.2610090859734e-06,5.51454925147911e-06,2.16675068747775e-06,7.4072211307021e-07,0.000132959187741799,1.10895571162001e-06,9.03651016063376e-07,1.52540602220057e-06,1.16325876682553e-06,1.31427953820544e-06,4.27761655416224e-07,5.65860247116707e-07,8.26696153848348e-06,7.61085656620515e-06,1.13759289473035e-06,6.18593215697732e-07,2.95980764019039e-06,6.87847916303941e-06,1.20187069035308e-06,6.51454808769732e-07,3.15310858651718e-07,4.17505240544355e-07,1.25002908486685e-06,3.81874056070551e-07
"9875401",4.95241625680556e-05,7.23883676372415e-06,8.15464271171562e-06,1.10709691048067e-05,8.56273801655762e-06,8.87668093921089e-05,1.32108654817551e-05,1.75342708498299e-05,0.00014059633367157,9.5007380025019e-06,5.27662669972536e-05,1.99920345680065e-05,6.7365393414325e-06,7.94154212217619e-07,5.02013427568164e-05,3.36982422789913e-05,7.97255421309977e-07,0.000318648882156454,3.17722815514819e-06,3.06908246634491e-05,1.9825414408011e-06,7.50765763048595e-06,3.41966299415546e-06,3.60650181380257e-06,1.42082135017e-05,4.48206070609807e-06,7.59944989689047e-06,0.000420760083612325,1.90375836424852e-06,5.74786021202579e-05,7.98533106213385e-07,4.62971772265809e-06,2.6488149248525e-06,1.98610775704225e-05,7.87540391742386e-06,0.00011117506524884,2.85878256793362e-06,2.24481987256093e-05,0.000143413697699762,1.33699372190029e-06,0.000115274066804506,0.000147061327812434,0.000272425428144238,0.000119941161483551,9.21276273470123e-06,0.000388555170125873,1.38273571116093e-05,6.57872184752301e-05,9.24481839041422e-06,2.98145310357866e-05,3.44137830611164e-05,5.52419095377839e-06,9.85731799657094e-06,6.26370993232121e-06,0.00019594535200112,2.18179375321881e-05,0.000260124118100505,1.4483626735883e-05,0.000215014827152602,9.60463421262619e-06,1.80038253725148e-05,2.6688800890548e-05,0.99629461012501,4.84595452940386e-06
"72385",8.37127610129169e-06,0.000138976485897136,1.88244588516053e-05,0.00227098403802716,9.20239337795386e-06,6.83565165724859e-05,7.60116428551465e-06,1.45380612195116e-05,1.04288632390807e-05,0.000689223103553249,2.29456826772194e-05,4.13122757731642e-06,1.84322392523615e-06,8.43142998788951e-07,2.14542997884367e-05,1.12249750942354e-05,6.25985808419514e-07,1.00076376962101e-05,3.02902841403998e-06,5.89122202540657e-06,2.13945104934631e-06,2.33647127336789e-06,3.39712211082664e-06,1.10844300548061e-06,5.41815571932626e-06,3.26064729424468e-05,5.10416397115998e-06,0.000407731245233963,2.23021350812971e-06,7.42520504578119e-06,1.38675603841402e-06,2.60490240204651e-06,1.43867171957009e-06,0.000991064195666776,2.29259649638849e-05,1.29398808645435e-05,3.05371872081314e-05,0.984511985962707,0.000843816100486471,9.54875605136471e-07,9.98658871008971e-05,8.08949177424085e-05,5.46542014546121e-05,1.14697914214026e-05,9.74159867655312e-05,2.13756305944846e-05,5.72916523278776e-06,2.22916585985696e-05,0.00117523097307215,0.000437142528397038,6.89467071414094e-06,2.78093751129145e-06,0.00739752713300089,2.2015681118466e-05,0.000141550996320771,1.44282402195694e-05,5.2545374496635e-05,6.92258049323331e-05,1.65226938731811e-05,4.78150064394183e-06,4.09078447538396e-06,1.69390615926068e-05,3.49580160923007e-05,2.01413597666122e-06
"57030",1.59884428573489e-06,1.21755841346508e-06,1.90726168460779e-07,4.08421166863539e-07,1.78007384915945e-07,7.99069072990406e-06,1.48117105708451e-07,1.30133156990739e-06,1.36951891063739e-06,1.10878688255668e-06,0.999444254062851,5.5289658036883e-07,1.65316260109814e-07,1.94695827412285e-08,2.17196853588076e-06,3.54024309546941e-06,1.58527430606662e-08,1.21115283108048e-06,7.46970709769625e-08,1.51061822491394e-06,5.05997837719675e-08,9.0332373207973e-08,8.03469372492371e-08,6.25476331620571e-08,1.62784282429496e-07,2.17327118994437e-07,1.00980511030669e-07,2.27336896451799e-05,3.97991866976747e-08,5.60237426013274e-06,1.95772081586589e-08,7.00369625950481e-08,3.41910542631112e-08,1.31494659405446e-06,1.69436490694272e-07,4.04300341533646e-06,1.45669263070016e-07,1.46896906564672e-06,1.92217285001379e-06,2.25853164713799e-08,8.58658444541754e-05,5.19541819217266e-06,0.000206900932517938,3.47976867034012e-05,6.09974678646154e-07,3.90622250448126e-06,1.42190669094192e-07,6.29307859644415e-06,9.51440076990215e-07,1.22008417011703e-06,2.33456065467736e-06,8.92368463149328e-08,1.56501131385976e-06,3.56070011567628e-07,1.21856057415687e-05,7.82396925062938e-05,2.67549300730534e-06,5.59432606372584e-07,4.31984039504648e-05,7.89381725854552e-08,1.53547021917711e-06,1.91933023983484e-06,1.94846506408947e-06,5.17667570507287e-08
"22247451",7.60133466538966e-06,8.52918424634662e-06,1.81973172305212e-05,7.37319252838553e-06,1.49176623457353e-05,1.97245972361037e-05,1.26460508407778e-05,7.93919265419735e-06,8.72549184748058e-06,1.03599375367202e-05,1.26383687033896e-05,1.82264368591204e-05,7.62707456155172e-06,0.000187436222820505,1.5398333980823e-05,1.01657676076638e-05,1.28111483042049e-05,1.1485488772017e-05,9.88501547315957e-05,1.29377982675485e-05,0.998697240873582,1.61947305877158e-05,0.000124750724000035,7.87821824423077e-06,2.58294606737544e-05,1.35719469976731e-05,1.72485349969239e-05,2.16681204035025e-05,2.00970875193906e-05,8.95147469953577e-06,2.01074043302823e-05,2.42216463491821e-05,9.98467926220698e-06,1.29081300068421e-05,4.09559704664185e-05,1.25346189776681e-05,1.03272535776318e-05,1.60081690637831e-05,1.88254398043818e-05,7.35366032038068e-06,1.87471284970791e-05,1.87366704003999e-05,2.24454082288638e-05,1.51029114732859e-05,1.89593278199813e-05,1.48813410452005e-05,7.87009412098319e-06,2.01087462641049e-05,1.16283129154051e-05,1.5280138828743e-05,9.94012405562327e-06,2.43955157898569e-05,1.72822915724811e-05,1.40092425610255e-05,2.04589649570825e-05,7.57846080394971e-06,2.55149226858241e-05,1.56095783019383e-05,1.56931911668381e-05,1.04640374390917e-05,7.28333924421748e-06,8.70767604952429e-06,1.77890807462727e-05,1.12645954285983e-05
"21628493",1.22744461873677e-05,0.000222258836597237,1.6007268750719e-05,0.000157782878752693,7.80841604454084e-06,4.66486769724155e-05,7.41192428595991e-06,1.54240827716639e-05,1.13128980875861e-05,0.000254408551242213,7.23886302538244e-05,5.79593672093567e-06,2.36057323491944e-06,1.36796454160373e-06,3.4908209459038e-05,1.40619590046363e-05,1.01561323276254e-06,1.7386650847476e-05,4.91402818592578e-06,1.01754151936457e-05,3.47100197440933e-06,3.89495223227701e-06,5.2824070349306e-06,1.79821449303937e-06,6.40379003672277e-06,4.26065550822877e-05,4.85826577742936e-06,0.000360187580539136,2.8402715014178e-06,1.03942499063754e-05,1.66711012540079e-06,4.22570307560404e-06,1.86343569308391e-06,0.000828894035461618,1.4617767249144e-05,1.19757404552412e-05,0.000199906790899515,0.00337919096857627,0.000207322304312814,1.44144920948679e-06,0.00010667792416574,0.000193411516457007,7.496756988624e-05,2.61321251748072e-05,0.000127783579565928,4.14709275658246e-05,4.92282362158724e-06,4.56225650901475e-05,0.000324073085495703,0.000385480589892822,1.3630318750388e-05,4.31346898610177e-06,0.992073936564177,0.000241894007700154,6.92068912913378e-05,2.60837886862411e-05,7.74991106095233e-05,4.33000532220189e-05,3.60354499591766e-05,4.17996465406427e-06,7.26875712137934e-06,2.56860204811607e-05,3.52949881213003e-05,2.57235532116376e-06
"59693328",1.79776327122764e-06,8.14336382679089e-06,0.999233156446997,2.09273933397513e-06,2.79816814606735e-06,3.41053378042974e-06,5.04195211114119e-06,1.11401563722327e-06,1.47145651932241e-06,7.63162663425099e-06,3.03131963455187e-06,2.44314575392893e-06,8.07711718587225e-07,6.1368570497092e-07,3.44891438811496e-06,1.93236414719826e-06,5.32429142556845e-07,2.42666068183838e-06,1.97939080995636e-06,1.80291086878474e-06,1.51224332036126e-06,4.40001481669634e-06,3.98754123718962e-06,8.33308580012874e-07,5.26948090648515e-06,0.00040776960239854,1.96440486946755e-06,8.76107513627243e-06,1.95725350240713e-06,1.34517975918051e-06,1.23473502118486e-06,2.75395466790164e-06,2.7903833420775e-06,5.18055356310956e-06,2.6374276915387e-05,2.38757261672975e-06,7.13422029041303e-06,6.37143940650196e-06,6.35858055577688e-06,1.0504866550724e-06,3.52862652144821e-06,1.0873392734889e-05,6.70106250491889e-06,3.09160294776013e-06,9.45619407218322e-05,5.77731200678129e-06,8.58791153810628e-06,3.64544794814514e-06,3.43520065139006e-06,3.86631890627992e-06,1.58680846199057e-06,7.6552309113289e-06,7.28774904343002e-06,1.15954088489736e-05,5.03277006363824e-06,1.1026727856894e-06,6.73879444261167e-06,1.26016643159031e-05,3.83877112306547e-06,3.29877720766454e-06,8.94934564363138e-07,1.51133621216943e-06,4.92566779783336e-06,2.74769107140663e-06
"2973",1.38073371794349e-09,8.25441086690161e-10,4.95065224851099e-09,1.13290851592903e-09,7.04751463318484e-09,2.48988225237537e-09,5.36105264632406e-08,7.50356528822929e-10,1.34128967997131e-09,7.12723606252289e-10,1.15369671201349e-09,3.23867113323822e-09,9.96328850674244e-10,3.87499314004708e-10,3.22204179765702e-09,1.14662126735454e-09,7.97462957429257e-10,1.31416172417835e-09,1.65425140548768e-09,1.60925101634833e-09,9.77561447930610e-10,4.57289153681322e-08,1.86907373583355e-09,7.38235130723227e-10,2.78280731719922e-08,1.80062492983447e-09,9.53109370452129e-09,4.52794404861066e-09,1.06623958354277e-09,1.01558023995963e-09,7.36805907583597e-10,1.23420252078284e-08,2.28501586533097e-08,2.00078306845722e-09,4.78191902209873e-09,1.54691820490934e-09,9.68422009050893e-10,1.97853171097026e-09,6.00285558200257e-09,2.78131502351545e-09,2.41171824181252e-09,3.7716652613635e-09,4.69441257108981e-09,2.07207821256725e-09,3.24290111795584e-09,5.30249795242781e-09,6.95147469403012e-09,2.43673812415646e-09,7.91916316811272e-10,2.15923645120894e-09,1.4480797571263e-09,1.80516779577884e-08,1.26124148526965e-09,1.57522604725626e-09,3.04315797949945e-09,7.73093931217952e-10,4.04312016717728e-09,3.11199047472705e-09,2.83074711705086e-09,8.81669609280675e-09,4.96977845133363e-10,1.38311748869087e-09,4.29929675996114e-09,0.999999674195847
"5280531",1.95819505233259e-05,0.00063604913897849,0.00835084919773864,7.52129498414344e-05,0.000129912921945297,5.76299999409855e-05,0.00012157794948732,1.74818715744866e-05,3.12630805979764e-05,0.000210100456264417,7.50568733669659e-05,2.2550329077118e-05,8.58035733906348e-06,4.82369742041154e-06,5.76005227474872e-05,2.52371046321827e-05,4.20060452640375e-06,2.21159996616133e-05,1.72235396421642e-05,1.95944353861001e-05,1.21499656900607e-05,2.92373518829875e-05,2.40201634349742e-05,6.04518339097116e-06,4.34467860640924e-05,0.018734561532595,2.43697311847483e-05,0.000181437549353775,1.77920431746705e-05,1.7226238382675e-05,8.83381337463929e-06,2.00445760677656e-05,1.27211925119717e-05,0.000160153811062721,0.000229586066945793,2.8709108519191e-05,0.00078589355480583,0.000332811025005423,0.000196153267459362,7.00459888521887e-06,8.05364034659985e-05,0.000341881270609995,0.000182372583922857,4.34329463298611e-05,0.963617890388922,8.2018955187028e-05,0.000294338226134939,5.15755159938214e-05,0.00011430795285031,9.98124472051532e-05,2.56597309478199e-05,4.0184183018771e-05,0.000257350076672115,0.00102476364329511,0.000104276189328184,1.97871299832097e-05,8.67372639260981e-05,0.00251040284436391,7.15706427002714e-05,3.30131597423859e-05,1.12094283886656e-05,2.91348199726164e-05,7.98220061025086e-05,1.9081650453057e-05
